Pitcher,PitcherTeam,Overall_StuffPlus,Overall_WhiffPlus,Overall_CalledStrikePlus,Overall_wOBACONPlus,Overall_PitchingPlus,Overall_PitchingWhiffPlus,Overall_PitchingCalledStrikePlus,Overall_PitchingwOBACONPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Matt Reyes,DEL_BLU,97.4,92.6,107.8,104.3,97.1,90.5,92.4,106.3,19,3,80.4,6.0
Ty Dagley,WHA_JUC,97.4,93.7,107.9,102.4,98.9,101.1,87.7,113.5,57,3,83.6,5.4
Just Van Den Ouweelen,PAN_COL,97.4,92.0,106.5,91.1,89.5,91.0,92.8,85.5,240,3,86.9,5.5
Ryan Cole,CHA_BUC,97.4,96.8,107.3,104.5,99.4,93.3,112.4,96.4,754,7,81.2,5.7
Aaron Lewis,AUS_GOV,97.4,96.3,107.2,102.3,103.4,103.2,100.4,106.1,182,6,82.2,5.6
Brode Susce,JMU_DUK,97.4,97.3,104.0,104.9,94.3,101.2,91.4,100.5,223,7,83.0,6.0
James Hepp,UCLA,97.4,92.5,109.2,92.9,98.6,94.2,94.5,84.4,20,2,86.9,6.9
Carlos Valenzuela,CUM_PAT,97.4,92.8,112.2,83.7,92.5,97.8,59.2,86.7,22,4,82.9,6.1
Zach Green,NOR_GEO3,97.4,95.8,105.3,100.1,103.0,97.5,106.0,103.0,437,4,81.2,6.4
Ben Medley,REI_UNI,97.4,105.0,91.4,99.5,80.3,95.3,79.2,91.5,19,3,83.4,5.7
Colby Humphries,AUB_UNI,97.4,91.5,120.5,111.3,92.5,75.9,127.9,96.7,7,3,80.9,5.5
Ethan Lapointe,EMU_EAG,97.4,100.1,90.2,103.9,98.4,109.6,81.3,102.6,139,4,86.8,6.2
Colin Huspen,ABI_WIL,97.4,89.0,120.7,114.3,93.1,82.9,110.1,94.0,29,2,84.8,6.0
Nick Napolitano,BAR_COL,97.4,95.1,101.4,104.4,83.4,90.8,90.0,91.6,44,3,88.4,5.2
Andrew Berg,ARM_BLA,97.4,98.1,100.2,103.7,105.0,105.7,97.8,112.1,834,6,83.4,6.1
Leo Berger,ILL_RED,97.4,90.9,112.8,108.5,80.5,84.6,92.7,96.6,87,6,86.2,6.0
Caden Parker,EAS_STR,97.3,88.4,130.6,103.6,92.2,91.5,78.7,120.6,7,1,81.5,5.4
Nolan Philips,UNI_WES1,97.3,101.2,93.6,96.6,75.2,94.2,65.9,75.0,55,3,83.7,5.9
Ziegen Farley,BYU_COU,97.3,103.6,93.5,101.9,98.2,114.9,79.4,97.6,74,4,84.0,6.2
Peysen Sweeney,WAS_HUS,97.3,94.0,101.4,91.3,97.8,98.7,90.8,80.9,279,6,85.5,6.5
Carter Smalley,SOU_COM,97.3,84.7,106.8,118.7,83.4,81.6,102.8,106.9,54,3,75.9,4.5
Reece Clapp,BRA_BRA,97.3,101.1,87.0,99.6,103.2,101.3,101.0,104.8,538,8,83.2,6.4
Sam Cole,UNI_WES,97.3,98.9,94.0,107.5,106.9,108.1,95.7,113.8,88,4,83.3,6.1
Andre Wojartowicz,MOR_EAG,97.3,92.9,97.1,77.2,81.1,90.6,80.0,90.5,96,5,81.9,5.3
Evan Jackson,LAG_RAN,97.3,96.6,94.5,94.2,83.5,93.2,74.8,69.0,31,2,88.8,6.1
Connor Bryson,HEN_COL,97.3,79.3,117.9,124.0,100.0,76.8,127.5,111.9,35,1,82.8,5.8
Xavier Crismond,CHA_GOL,97.3,94.6,113.5,75.5,87.8,88.6,97.1,80.7,28,2,81.8,5.1
Caleb Menina,ALA_LIO,97.3,92.3,111.2,118.7,98.5,88.6,109.9,131.6,34,4,78.8,4.5
Ryan Ursery,SOU_ARK2,97.3,89.5,119.6,111.7,97.4,88.8,115.9,112.4,72,3,82.6,6.3
Brian McBroom,MEX_LOB,97.3,99.7,94.9,116.3,102.3,100.3,105.4,114.4,93,4,80.6,5.0
Jimmy Burke,CRE_BLU,97.3,94.9,105.1,108.4,103.5,96.3,105.9,104.1,650,8,83.9,6.5
Christopher Fidanza,MAN_JAS,97.3,94.3,117.3,93.5,91.4,88.4,110.0,89.3,127,5,80.1,5.3
Aden Burnside,MAR_UNI3,97.3,87.7,109.5,119.6,94.9,82.3,109.7,90.0,17,2,83.3,6.0
Owen Hendry,UNI_WES1,97.3,101.0,97.9,98.4,69.0,87.7,69.2,88.3,17,3,84.2,6.0
Max Miller,DIX_STE,97.3,97.7,104.5,110.9,84.3,85.0,97.9,78.6,75,4,82.9,5.7
Devin Doyle,GVU_VIK,97.3,101.9,100.6,99.8,97.1,103.1,87.0,83.2,56,3,82.9,5.8
Jarryd Wood,PAC_TIG,97.3,98.7,97.1,91.3,106.8,103.6,111.2,109.5,227,4,83.5,5.3
Austin Williamson,JAC_GAM,97.3,100.2,86.6,110.7,100.4,108.4,87.7,109.0,154,10,88.4,5.6
Trey Clinton,GEO_SOU,97.3,96.6,101.4,100.4,103.3,107.6,88.9,105.3,31,3,81.0,5.5
Cole Dymek,EAS_STR,97.3,80.9,124.8,124.3,96.3,82.0,106.1,117.4,23,1,84.4,6.5
AJ Beltre,SAN_TOR,97.3,91.7,113.1,108.5,97.4,99.4,96.4,98.9,69,4,86.4,5.6
Sam Simmons,UTS_ROA,97.3,95.1,107.0,101.1,104.2,101.4,114.0,107.4,329,6,84.4,5.0
Owen Beisty,NAV_MID,97.3,96.5,102.9,90.8,89.0,94.7,95.2,92.9,110,4,85.3,5.6
Blaine Harpenau,SIU_SAL,97.3,98.2,89.5,107.0,104.0,90.8,115.4,108.2,81,6,84.0,6.0
Kamden Mongan,LEN_BEA,97.2,112.8,63.8,121.7,120.0,103.7,93.5,124.2,19,3,81.2,5.5
Kaden Taque,CAL_BEA,97.2,98.0,95.9,106.1,102.7,102.8,93.7,103.8,173,4,86.2,6.0
Logan Mueller,QUI_HAW,97.2,92.0,112.1,96.2,93.4,85.9,95.1,101.6,29,2,80.7,5.4
Issac Araiza,SAN_AZT,97.2,97.8,98.1,90.5,90.7,95.0,95.5,85.5,261,3,83.5,6.0
Walker Noland,AND_TRO,97.2,95.2,104.2,106.2,98.7,94.6,104.0,101.0,807,7,85.0,6.3
Christian Brown,WAB_VAL,97.2,106.9,78.7,110.5,93.8,104.2,73.5,111.0,71,4,82.4,5.9
Logan Oakes,GAN_UNI,97.2,91.0,118.9,83.9,60.2,79.6,71.1,82.9,30,3,80.8,6.5
Chase Carver,BEL_KNI,97.2,100.8,88.9,99.9,98.1,100.2,97.8,105.9,507,6,85.7,5.6
Nicholas Lottchea,WM_TRI,97.2,95.7,92.2,98.4,104.1,98.8,103.8,100.1,661,8,84.6,5.6
Matt Parenteau,MUR_RAC,97.2,94.7,116.8,99.6,97.3,92.4,110.1,87.0,73,5,83.4,5.8
Raleigh Walker,MOU_OLV,97.2,100.8,96.2,101.0,88.9,98.5,88.4,102.2,130,4,83.9,5.7
Chace Chaplin,YAL_BUL,97.2,87.4,106.0,118.6,110.7,90.1,120.4,109.2,38,2,81.5,5.9
Jake Monroe,NOR_GRE,97.2,99.6,99.5,101.7,102.5,101.1,98.4,103.0,71,4,80.8,6.1
CJ Sturiale,LOU_BUL,97.2,99.2,87.7,105.5,81.3,89.1,82.3,93.7,35,4,85.1,5.7
Mason Tompkins,WIN_EAG,97.2,96.7,106.6,87.6,104.0,103.1,102.1,93.8,533,5,83.4,5.7
Ben Weber,XAV_MUS,97.2,99.1,85.0,120.2,100.0,97.5,96.3,115.5,1257,9,86.3,6.2
Sam Hutchinson,UCO_HUS,97.2,103.4,84.9,107.9,92.1,96.5,89.5,109.5,249,4,82.2,5.6
Owen Willard,PUR_FOR,97.2,96.1,98.6,96.3,94.4,93.9,93.3,89.2,137,5,79.1,5.7
PJ Wendler,CLA_CLA,97.2,91.1,122.6,90.8,98.7,93.5,107.5,92.3,182,5,81.2,5.1
Devin Grazzal,DAY_FLY,97.2,95.7,110.3,94.1,98.4,102.0,99.3,106.4,82,5,80.5,6.3
Kody Clancy,NAV_MID,97.2,95.6,106.9,90.6,100.9,101.3,96.9,91.3,482,6,84.2,5.7
Tams Mullins,GEO_COL1,97.2,95.4,101.1,108.3,82.8,80.1,104.5,101.1,62,4,78.0,5.4
Hector Escobar,DAY_FLY,97.2,99.1,97.8,86.2,93.9,97.7,97.5,87.3,219,8,84.2,5.2
Luke Kalfsbeek,CAL_MUS,97.2,99.5,93.0,104.5,100.7,104.6,92.7,105.7,355,5,83.2,6.4
Josh Rodriguez,SAC_DON,97.2,96.5,101.5,102.2,104.2,101.7,109.9,106.9,118,4,81.0,5.4
Andrew Garnett,MER_BEA,97.2,95.2,101.3,97.4,101.9,98.3,101.6,96.1,401,8,87.0,6.2
Luke Brown,CLE_TIG,97.2,101.0,93.4,98.4,111.7,100.5,117.5,92.0,54,6,83.2,6.7
Zach Neville,MIA_RED,97.2,86.8,118.2,92.4,73.3,82.0,86.8,66.4,10,2,83.9,5.7
Brock Culpepper,CAR_EAG,97.2,92.0,105.4,121.1,91.9,89.5,102.4,122.0,57,3,84.0,5.5
Ronald Rockey,ION_GAE,97.2,89.3,107.6,103.0,88.8,88.0,91.9,119.1,27,3,87.2,5.7
Brayden Offenbacher,TRA_UNI,97.2,91.8,116.2,93.3,90.6,94.4,99.4,107.6,32,2,84.7,6.3
Lane Roberson,MOU_OLV,97.2,100.9,85.9,116.9,95.2,90.6,100.9,109.2,161,4,81.0,5.1
Bo Trantham,VIR_WIS,97.2,107.7,80.5,95.9,101.0,116.3,86.1,114.1,41,4,79.8,5.5
Caden Hodina,LEW_CLA,97.1,93.4,103.0,91.5,98.5,93.7,102.8,92.5,196,4,83.0,6.1
CJ Ellis,UAB_BLA,97.1,99.6,97.6,91.2,96.8,98.2,97.7,92.6,124,5,84.2,5.7
Drew Dellinger,MES_UNI,97.1,94.0,98.4,110.4,97.0,110.0,91.7,111.6,14,3,72.9,6.7
Danny Valadez,SAM_BEA,97.1,101.5,93.8,92.0,98.7,99.9,104.3,98.9,318,5,85.3,6.2
Aiden Kelly,MER_UNI,97.1,91.6,116.2,98.8,101.1,96.2,102.2,91.8,262,5,84.8,5.7
Jared Gadd,XAV_MUS,97.1,87.1,112.2,123.0,102.3,95.1,92.7,122.1,21,2,88.8,6.2
Hunter Shuey,UNC_SPA,97.1,99.5,91.1,112.3,92.8,101.8,83.5,101.6,357,5,88.1,5.5
Conner Luetto,CHA_COL,97.1,97.5,103.5,102.6,89.3,94.0,95.0,105.4,90,5,78.2,5.7
Max Pougnet,SOU_WES,97.1,99.6,94.7,87.6,81.6,86.1,85.6,96.6,30,3,74.6,4.7
Michael Daniel,JAC_GAM,97.1,96.3,111.6,96.8,97.0,98.0,103.0,97.0,49,4,83.5,6.0
Gavin Derr,WAS_COU,97.1,98.9,92.7,107.3,95.3,97.2,95.0,111.4,189,4,85.6,5.5
Jamie Robertson,SAN_TOR,97.1,100.7,96.7,101.4,97.5,99.0,96.0,100.8,302,6,84.0,6.3
Corbin Payne,JOH_LOG3,97.1,95.4,112.1,101.4,95.1,91.1,106.9,116.4,74,4,83.5,6.7
Cooper Emery,TUS_PIO,97.1,91.3,113.0,73.9,97.1,96.7,99.4,75.1,472,7,83.7,5.7
Austin Fine,CAT_IND,97.1,96.6,97.6,104.2,90.0,93.5,87.7,93.1,84,7,83.3,6.2
Ryan King,CSU_BAK,97.1,89.5,115.8,85.2,98.6,92.0,106.3,83.2,1073,5,82.3,5.8
Dylan Bergman,BLA_COM,97.1,105.9,94.8,115.8,83.4,100.5,81.9,96.2,18,2,80.8,5.3
Jack Brooker,QUN_RYL,97.1,102.2,95.3,102.3,94.2,92.4,105.7,98.2,328,7,84.0,5.6
Calvert Clark,APP_MOU,97.1,93.4,100.2,113.4,94.9,92.8,95.4,108.5,340,8,85.6,6.0
Trevor Nickerson,CSD_TRI,97.1,93.8,106.3,84.2,99.8,92.3,119.9,89.6,79,5,84.7,5.8
Coltin Reynolds,CAR_EAG,97.1,85.4,130.5,110.0,96.1,106.6,48.4,4.0,2,1,79.7,5.9
Henry Stewart,SAN_BRO,97.1,96.1,101.5,94.7,92.9,95.9,90.5,97.0,453,6,81.6,6.2
Baylor Hicks,COL_LION,97.1,104.1,82.8,94.7,97.3,104.1,87.7,91.6,462,10,84.4,6.2
Graham Whittle,COK_COB,97.1,80.1,111.5,129.1,89.8,81.8,103.7,120.6,63,3,76.8,5.9
Clayton Renfrew,IOW_CEN,97.1,86.1,113.7,111.2,74.4,82.4,107.9,111.6,30,2,82.6,6.0
Chase Chamberlain,BEL_KNI,97.1,94.9,98.4,86.3,96.0,95.0,95.7,90.0,160,5,86.7,5.1
Ryder Garino,SOU_GAM,97.1,96.9,103.4,100.9,97.1,93.5,104.3,100.8,376,6,87.4,6.8
Grant Garza,UNI_TEX,97.1,90.1,123.4,85.0,107.1,91.5,129.0,92.1,141,5,82.9,5.7
Wade Mountz,SAN_SPA,97.1,92.7,112.2,87.5,81.2,90.4,55.2,81.0,21,4,83.9,6.8
Jack Wiessinger,POM_COL,97.1,95.1,107.0,90.2,102.2,101.3,102.4,95.0,607,4,84.6,5.7
Triston Todorowski,SOU_LIO,97.0,100.2,88.9,106.3,98.7,98.2,98.0,95.1,104,3,82.8,6.2
Cameron Nielson,UTA_UTE,97.0,92.8,104.2,108.6,95.1,96.9,100.4,98.4,341,8,85.5,5.6
Carter Degondea,GEO_EAG,97.0,97.6,97.4,101.2,95.6,93.5,103.0,101.7,152,3,85.7,5.4
Brayden Schoetzow,WRI_RAI,97.0,89.1,111.3,84.8,90.0,88.8,92.6,82.2,143,5,87.7,5.9
Dillon Haftorson,LIN_UNI,97.0,85.7,117.2,95.2,106.2,89.2,116.8,77.8,27,1,87.9,5.7
Chardy Tierney,EKU_COL,97.0,87.5,122.2,121.3,93.7,81.0,98.6,113.8,10,2,82.5,5.7
Nathan Shane,LYN_UNI,97.0,90.8,128.7,110.1,106.7,87.4,136.4,99.7,36,2,81.4,4.6
Cam Diaz,SAM_BEA,97.0,100.6,94.2,102.2,103.6,104.1,100.4,104.9,329,6,84.5,5.9
Gilbert Arreozola,THO_C,97.0,97.4,101.3,98.4,102.9,96.4,110.3,110.0,31,3,82.6,6.2
Grant Bradley,MIC_WOL,97.0,95.5,100.3,95.5,97.2,94.1,96.6,91.5,342,8,87.2,6.0
Willis Lacy,WES_COL,97.0,90.0,111.3,89.6,91.2,86.8,106.1,96.0,58,4,88.1,5.8
Alex Thomas,BUT_BUL,97.0,91.4,121.3,98.3,98.2,91.2,114.1,98.4,225,5,80.9,5.4
Jacob Vokal,DAV_WIL,97.0,97.6,104.1,85.0,98.3,99.1,101.5,93.0,484,7,83.4,4.6
Connor Lockwood,VAL_CRU,97.0,107.3,77.5,106.2,111.9,109.4,100.9,113.3,1343,9,84.2,6.1
Noah Lewis,HAM_COL,97.0,90.4,113.7,96.3,96.5,95.4,99.6,98.0,83,1,83.9,5.5
Ty Davis,BRY_BUL,97.0,95.6,93.7,108.9,98.3,100.3,97.0,108.6,146,5,85.6,5.5
Amar Tsengeg,NOR_CAT,97.0,96.9,99.8,94.6,96.9,96.9,100.7,100.8,606,7,82.5,5.2
Johnathan Birchler,CUY_CUY,97.0,106.6,96.6,111.3,92.6,92.2,102.2,111.2,49,5,79.6,6.3
EJ Garcia,IWC,97.0,88.0,113.1,108.3,105.1,92.6,113.3,113.1,242,6,85.3,5.1
Jagger Edwards,COL_LION,97.0,99.1,93.7,103.8,104.6,101.2,101.9,96.4,825,6,81.8,6.2
Logan Lawrence,UMA_BOS,97.0,98.3,105.1,94.0,87.1,93.2,92.0,95.7,51,2,81.2,6.5
DJ Morand,EMU_EAG,97.0,103.4,89.6,90.4,96.8,109.3,90.3,96.6,100,5,78.4,5.0
Ryland Howell,NCA_BUL,97.0,96.3,101.7,82.1,95.0,101.5,87.9,81.5,229,4,83.9,5.9
Landon Martin,CAL_FUL,97.0,94.3,109.8,102.6,104.2,98.0,110.4,105.7,224,6,83.4,5.7
Joe Hackmann,BEL_ABB,97.0,105.0,82.4,97.5,97.0,107.3,82.7,93.3,66,4,83.4,6.4
Elijah Dyer,QUI_HAW,97.0,90.0,132.6,120.9,129.5,127.7,113.1,140.6,7,2,78.1,5.5
Gavin Micklinghoff,NIU_HUS,97.0,100.1,101.3,99.2,93.2,98.2,101.3,101.2,353,6,83.3,5.7
Myles Dismute,LON_BEA,97.0,99.2,98.5,102.0,96.1,100.9,99.9,101.9,322,6,83.2,6.5
Benjamin Baker-Livingston,MEX_LOB,97.0,96.3,101.3,111.3,105.1,85.0,130.7,110.6,51,5,85.4,5.9
Jarin Bertke,MOU_VER1,97.0,99.3,100.3,116.4,104.2,98.5,107.1,118.0,81,3,80.6,4.8
Calvin Douglas,CAT_IND,97.0,89.9,114.8,109.7,33.1,73.4,18.1,78.3,4,2,77.5,5.9
Joshua Milleville,RAD_HIG,97.0,101.7,84.6,103.3,94.6,98.9,92.3,99.0,513,7,86.7,5.3
Wyatt Hedrick,WAK_TEC,97.0,91.5,110.7,108.4,65.0,80.0,67.9,90.2,27,3,82.5,4.9
Steve Svenson,SET_PIR,97.0,95.2,102.9,103.2,107.8,101.0,107.8,104.9,540,6,83.7,6.2
Kade Walker,STB_BON,97.0,91.9,112.8,111.2,99.7,96.2,105.8,111.5,238,6,78.4,5.1
Zach Wager,UTM_SKY,97.0,96.8,101.4,86.4,103.9,92.7,122.8,86.4,48,3,80.3,5.6
Clay Smith,POI_UNI,97.0,103.8,83.6,115.0,85.4,90.4,88.8,91.1,33,4,80.4,5.6
Will Harrigan,COL_LION,97.0,96.8,95.9,106.4,97.5,97.2,98.8,102.6,552,8,85.5,5.5
Justin Roitman,WAG_SEA,97.0,99.6,97.7,94.3,99.7,96.1,106.0,87.2,40,4,83.3,6.0
Joe Seiber,VAL_CRU,97.0,91.5,94.7,115.7,98.6,94.2,101.9,108.4,315,6,85.3,5.1
Will Grimmett,MOR_EAG,97.0,90.1,109.1,118.3,103.1,92.8,113.9,120.3,414,6,85.0,5.2
Dylan Tostrup,OLD_MON,97.0,91.1,121.8,95.9,95.6,95.6,109.7,94.9,121,6,78.9,4.6
Ethan Gill,MID_GEO,96.9,101.5,90.8,93.9,87.1,93.5,94.9,77.9,34,4,76.6,6.4
Jordan Hanson,UNL_REB,96.9,96.9,97.9,116.7,67.4,89.3,60.5,100.8,22,4,86.0,6.0
Eli Maynor,RLC_WRS,96.9,100.6,100.1,109.3,109.3,99.3,122.8,115.4,68,4,80.2,5.5
Emmett Tolis,UMBC_RET,96.9,97.4,113.9,101.7,112.6,103.9,126.0,106.7,338,6,80.2,5.4
Daniel Cohen,YAL_BUL,96.9,98.6,99.2,95.1,103.2,102.5,106.2,105.1,701,8,83.0,6.1
Aidan Warnock,WAK_TEC,96.9,95.0,97.2,109.3,86.0,91.8,84.8,98.3,48,2,81.0,5.2
Tristan Augedahl,SOU_JAC,96.9,92.3,103.8,101.8,91.5,95.6,97.7,103.8,63,5,85.8,5.3
Kaden Segel,POR_PIL,96.9,104.5,81.0,104.6,102.7,105.5,99.5,108.0,407,4,84.0,5.8
Tyler Stewert,SAC_HOR,96.9,101.6,90.0,84.1,104.8,102.3,107.9,98.5,535,4,83.4,5.9
Preston Prock,EAS_OKL,96.9,90.5,115.6,108.4,75.1,90.5,77.3,93.6,36,3,85.2,5.1
David Ziolkowski,MAR_LIO,96.9,100.3,91.8,112.4,96.3,98.2,95.0,107.7,200,9,84.2,6.1
Presley Monteforte,MEX_LOB,96.9,91.0,117.9,113.0,95.6,92.6,106.0,113.4,470,6,81.2,4.7
Aric Ehmke,UWM_PAN,96.9,95.9,97.3,91.8,99.1,100.2,95.1,94.9,305,8,84.8,5.4
Sam Roberts,NOR_BIS,96.9,102.5,96.4,90.2,103.1,106.1,89.3,97.7,140,5,72.7,6.5
Matthew Redmond,ROC_CHR,96.9,91.8,111.2,105.9,91.9,84.9,116.7,95.6,63,4,79.1,5.6
Jacob Tate,OHI_BOB,96.9,92.9,107.5,98.1,82.4,93.0,79.7,91.7,84,3,83.0,5.8
Kenneth Miller,MID_GEO,96.9,97.3,97.2,104.5,93.9,99.6,92.0,94.5,80,3,83.9,5.8
Erik Paulsen,SBU_SEA,96.9,100.6,90.2,110.5,100.6,109.9,87.7,122.1,43,5,81.3,4.9
Stefan Swee,MON_HAW,96.9,93.3,108.0,92.7,94.7,93.1,102.9,94.4,146,4,84.5,6.0
Ryan Sellers,NOR_SPA,96.9,98.0,104.7,105.8,70.2,77.9,89.2,74.3,18,3,82.2,6.4
Logan Baisley,FGCU,96.9,93.7,112.8,97.6,100.8,95.2,109.5,105.8,202,6,85.2,6.0
Aaron Zenus,JUD,96.9,100.0,87.2,105.6,100.6,97.8,103.5,101.8,208,5,85.9,5.5
Mitchell Heer,SAL_JAG,96.9,97.0,84.2,103.2,107.3,101.6,99.3,104.5,880,9,88.5,5.9
Nick Davidson,COL_CUG,96.9,99.9,89.9,109.0,92.7,90.7,101.4,107.9,59,3,83.2,5.4
Isidro Jimenez,UNI_MOB,96.9,89.2,118.2,106.1,22.6,72.6,18.4,41.2,5,2,86.0,5.8
Jackson Vanesko,BRY_BUL,96.9,101.2,84.6,98.8,97.6,101.0,89.4,108.4,560,6,83.0,6.4
John Ryder,BIN_BEA,96.9,91.0,106.2,99.9,88.1,88.7,93.4,90.9,53,2,88.7,6.1
Noah Samol,CLE_TIG,96.9,98.2,94.9,112.5,94.8,101.0,94.2,111.8,107,6,84.9,6.0
Conner Johnson,ORA_GOL,96.9,98.1,99.7,91.9,102.5,99.1,108.0,99.0,463,8,84.7,5.4
Ryan Egan,FOR_RAM,96.9,99.4,93.3,87.4,97.2,100.9,97.4,102.2,261,5,83.3,5.8
David Hagen,WES_MOU,96.9,98.2,100.5,102.3,98.3,100.9,93.7,99.4,303,6,84.0,5.8
Luke Oblen,APP_MOU,96.9,92.6,97.2,115.1,92.8,96.1,87.0,106.7,156,5,88.4,5.2
David Tirrell,WES_UNI1,96.8,107.0,88.2,115.7,115.4,124.7,90.9,131.3,96,5,78.3,6.1
Grant LaMarche,NOR_UNI,96.8,101.9,94.7,101.9,92.1,101.1,90.3,103.2,55,3,84.9,5.7
Tristin Crusenberry,CAM_UNI,96.8,100.2,105.6,97.7,98.2,102.9,100.2,101.1,92,5,83.0,5.3
Declan Francis,LAN_COM,96.8,87.4,105.3,118.6,84.5,84.4,92.6,94.0,45,3,83.1,4.8
Ben Rehkow,WIN_EAG,96.8,91.7,106.1,108.7,98.7,91.0,106.5,101.4,325,8,85.9,6.3
Nicholas DiRito,UMASS_RIV,96.8,101.2,88.4,89.0,99.9,99.5,102.1,93.1,288,6,84.2,6.0
Jackson Koons,LIN_CCW,96.8,93.6,107.4,99.2,83.7,91.8,81.5,125.4,18,3,82.3,5.8
Sawyer Toney,NEW_PRI,96.8,100.2,92.4,100.0,96.6,96.3,100.5,97.9,254,9,83.5,5.5
Clay Robbins,BRY_BUL,96.8,102.8,90.6,106.7,101.2,102.0,97.0,109.4,556,10,81.9,6.2
Zion Palea,CHA_UNI1,96.8,91.2,110.4,91.9,83.5,97.0,85.1,74.5,48,5,80.3,5.6
Brady Banker,IND_SYC,96.8,94.2,104.0,95.1,92.7,94.6,100.3,94.1,128,7,82.4,6.4
Ben Hudson,WES_MOU,96.8,98.0,104.7,105.9,104.2,104.0,101.8,102.8,442,7,81.5,5.6
Andrew Miehe,PEN_QUA,96.8,91.8,104.3,119.8,91.3,89.4,100.8,105.2,207,7,82.4,5.8
Phil Hood,MAS_INS,96.8,109.3,77.5,95.8,106.9,112.8,88.6,102.5,30,4,80.6,5.8
Tate Mullens,HUN_UNI,96.8,93.3,101.3,83.5,83.0,98.0,58.3,72.4,35,3,86.5,6.2
Carter Hall,NIA_EAG,96.8,99.6,95.9,102.8,65.8,80.6,64.7,61.3,17,4,82.9,5.4
Christian Carew,EIU_PAN,96.8,98.0,89.0,113.7,94.3,102.1,89.3,112.6,255,7,87.9,6.2
Tate Hickman,SAM_BEA,96.8,93.1,102.4,108.7,97.8,94.7,102.0,103.9,217,7,87.7,5.7
Kellen Moore,LAF_LEP,96.8,98.4,98.8,94.6,92.4,97.7,90.3,95.6,447,7,84.5,6.6
Maximus Polun,ELI_BLU,96.8,83.6,122.8,128.8,101.8,83.4,113.3,123.1,10,1,76.7,6.1
Alistair Rose,BOW_COL,96.8,100.1,102.8,108.4,103.3,111.4,103.6,118.7,72,4,78.9,6.6
JJ Hollis,CAL_BEA,96.8,102.0,94.9,94.6,95.3,93.7,99.4,85.4,205,6,82.5,5.4
Justin Tims,WAS_HUS,96.8,107.8,80.7,101.5,111.2,109.7,110.0,109.8,455,4,83.4,6.1
Zach Boyd,WM_TRI,96.8,99.9,93.0,87.8,104.6,103.6,101.2,90.7,632,8,83.4,5.3
Jonah Marshall,DIX_STE,96.8,99.2,96.1,106.8,90.1,105.1,70.7,107.1,87,4,82.7,6.5
Kyle Lesler,FAI_STA,96.8,94.8,109.0,81.3,103.8,103.6,100.9,86.6,138,5,83.2,6.4
Ryan Harland,LOU_BUL,96.8,100.4,87.6,103.5,108.8,103.5,104.2,115.7,316,8,81.9,5.4
Matthew Pearce,YOU_HAR,96.7,90.0,114.0,103.5,93.4,86.8,112.7,100.2,351,5,84.9,6.0
Aiden Torrez,NEW_PRI,96.7,93.0,106.8,90.5,96.2,92.1,107.9,96.4,331,5,84.2,5.8
Evan Panjwani,LON_ISL22,96.7,100.3,96.7,107.9,101.1,102.0,97.3,111.3,204,4,80.8,5.9
Cody Callahan,NOR_AGG,96.7,91.8,107.4,102.3,94.4,95.2,90.5,105.8,74,4,86.3,6.0
Ryne Kaiser,ALV_CCO,96.7,85.2,126.6,112.5,90.6,80.8,117.0,105.3,74,6,80.7,5.5
Austin Lewis,MAN_MOU,96.7,98.3,104.8,97.0,89.5,95.1,93.5,93.6,92,4,80.7,5.3
Brayden Marks,BRA_BRA,96.7,102.1,91.3,110.7,103.9,98.4,105.8,110.0,704,10,83.7,6.2
Trevor Callahan,MOR_EAG,96.7,104.2,83.8,89.1,101.2,104.3,95.2,88.7,561,7,82.3,6.1
CJ Lewis,JAC_TIG,96.7,94.2,100.0,104.3,90.7,95.6,95.7,100.7,82,5,80.2,5.5
Andrew Lowrey,MID_GEO,96.7,98.2,107.3,83.7,91.4,100.6,86.3,90.7,48,3,84.6,6.5
Gavino Rosales,AZU_PAC,96.7,107.8,86.5,84.7,104.3,120.1,89.2,116.5,86,3,82.1,4.8
Max Mendes,CAL_MAT,96.7,97.7,104.0,88.1,94.8,100.4,97.7,96.3,640,7,84.6,5.1
Eric Moore,COL_CUG,96.7,104.5,82.1,109.9,102.3,109.8,83.4,118.1,181,5,80.8,6.1
Grayson Bonanno,CAL_AGO,96.7,98.3,103.3,92.3,93.9,103.8,97.1,98.7,38,3,86.0,5.2
Tommy Delany,PEN_QUA,96.7,107.2,74.7,112.5,103.6,109.6,90.5,114.3,344,7,79.4,5.7
Cole Syverson,NEW_PRI,96.7,98.8,89.3,101.9,105.7,103.1,101.1,103.1,128,5,83.0,6.0
Jude Favela,SOU_TRO,96.7,91.0,110.8,111.7,97.1,89.0,105.4,109.0,333,6,84.7,5.8
Carter McFarland,ASH_UNI,96.7,91.6,115.5,100.0,90.3,87.8,107.2,96.1,218,3,84.0,5.9
Will Sherman,EC,96.7,92.6,109.7,81.7,96.7,95.7,105.9,96.0,322,4,81.6,5.7
Ryan Harvey,LEW_CLA,96.7,96.4,112.0,98.4,98.9,99.7,94.7,106.4,72,2,74.8,7.1
Drew Iverson,WIC_SHO,96.7,97.6,96.0,104.6,107.6,102.9,104.2,105.1,179,6,83.5,5.5
Johnny Montgomery,NIA_EAG,96.7,95.3,95.5,109.0,91.4,88.6,96.9,111.2,70,4,70.6,6.4
